State,Year,Month,Condition,BeneficiaryCount,PercentageOfBeneficiaries,DataQuality
Vermont,2021,202111,Suspected COVID-19 diagnosis,14,0,
Vermont,2021,202112,Acute bronchitis,184,0.1,
Vermont,2021,202112,Acute respiratory distress syndrome,22,0,
Vermont,2021,202112,Bronchitis NOS,85,0,
Vermont,2021,202112,COVID-19 diagnosis,2375,1.2,
Vermont,2021,202112,Influenza,62,0,
Vermont,2021,202112,Lower or acute respiratory infection,16,0,
Vermont,2021,202112,Pneumonia,315,0.2,
Vermont,2021,202112,Respiratory infection NOS,1866,0.9,
Vermont,2021,202112,Suspected COVID-19 diagnosis,12,0,
Vermont,2022,202201,Acute bronchitis,153,0.1,
Vermont,2022,202201,Acute respiratory distress syndrome,18,0,
Vermont,2022,202201,Bronchitis NOS,77,0,
Vermont,2022,202201,COVID-19 diagnosis,4937,2.5,
Vermont,2022,202201,Influenza,47,0,
Vermont,2022,202201,Lower or acute respiratory infection,14,0,
Vermont,2022,202201,Pneumonia,273,0.1,
Vermont,2022,202201,Respiratory infection NOS,1546,0.8,
Vermont,2022,202201,Suspected COVID-19 diagnosis,25,0,
Vermont,2022,202202,Acute bronchitis,98,0,
Vermont,2022,202202,Acute respiratory distress syndrome,15,0,
Vermont,2022,202202,Bronchitis NOS,48,0,
Vermont,2022,202202,COVID-19 diagnosis,1594,0.8,
Vermont,2022,202202,Influenza,25,0,
Vermont,2022,202202,Lower or acute respiratory infection,DS,DS,
Vermont,2022,202202,Pneumonia,239,0.1,
Vermont,2022,202202,Respiratory infection NOS,701,0.4,
Vermont,2022,202202,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202203,Acute bronchitis,182,0.1,
Vermont,2022,202203,Acute respiratory distress syndrome,13,0,
Vermont,2022,202203,Bronchitis NOS,72,0,
Vermont,2022,202203,COVID-19 diagnosis,923,0.5,
Vermont,2022,202203,Influenza,100,0.1,
Vermont,2022,202203,Lower or acute respiratory infection,DS,DS,
Vermont,2022,202203,Pneumonia,266,0.1,
Vermont,2022,202203,Respiratory infection NOS,1406,0.7,
Vermont,2022,202203,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202204,Acute bronchitis,234,0.1,
Vermont,2022,202204,Acute respiratory distress syndrome,12,0,
Vermont,2022,202204,Bronchitis NOS,103,0.1,
Vermont,2022,202204,COVID-19 diagnosis,1427,0.7,
Vermont,2022,202204,Influenza,374,0.2,
Vermont,2022,202204,Lower or acute respiratory infection,21,0,
Vermont,2022,202204,Pneumonia,364,0.2,
Vermont,2022,202204,Respiratory infection NOS,2044,1,
Vermont,2022,202204,Suspected COVID-19 diagnosis,11,0,
Vermont,2022,202205,Acute bronchitis,225,0.1,
Vermont,2022,202205,Acute respiratory distress syndrome,11,0,
Vermont,2022,202205,Bronchitis NOS,93,0,
Vermont,2022,202205,COVID-19 diagnosis,1921,1,
Vermont,2022,202205,Influenza,338,0.2,
Vermont,2022,202205,Lower or acute respiratory infection,16,0,
Vermont,2022,202205,Pneumonia,385,0.2,
Vermont,2022,202205,Respiratory infection NOS,1750,0.9,
Vermont,2022,202205,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202206,Acute bronchitis,175,0.1,
Vermont,2022,202206,Acute respiratory distress syndrome,DS,DS,
Vermont,2022,202206,Bronchitis NOS,75,0,
Vermont,2022,202206,COVID-19 diagnosis,902,0.4,
Vermont,2022,202206,Influenza,58,0,
Vermont,2022,202206,Lower or acute respiratory infection,DS,DS,
Vermont,2022,202206,Pneumonia,341,0.2,
Vermont,2022,202206,Respiratory infection NOS,1358,0.7,
Vermont,2022,202206,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202207,Acute bronchitis,114,0.1,
Vermont,2022,202207,Acute respiratory distress syndrome,DS,DS,
Vermont,2022,202207,Bronchitis NOS,63,0,
Vermont,2022,202207,COVID-19 diagnosis,844,0.4,
Vermont,2022,202207,Influenza,16,0,
Vermont,2022,202207,Lower or acute respiratory infection,DS,DS,
Vermont,2022,202207,Pneumonia,279,0.1,
Vermont,2022,202207,Respiratory infection NOS,838,0.4,
Vermont,2022,202207,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202208,Acute bronchitis,152,0.1,
Vermont,2022,202208,Acute respiratory distress syndrome,12,0,
Vermont,2022,202208,Bronchitis NOS,73,0,
Vermont,2022,202208,COVID-19 diagnosis,899,0.4,
Vermont,2022,202208,Influenza,22,0,
Vermont,2022,202208,Lower or acute respiratory infection,DS,DS,
Vermont,2022,202208,Pneumonia,288,0.1,
Vermont,2022,202208,Respiratory infection NOS,950,0.5,
Vermont,2022,202208,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202209,Acute bronchitis,190,0.1,
Vermont,2022,202209,Acute respiratory distress syndrome,DS,DS,
Vermont,2022,202209,Bronchitis NOS,113,0.1,
Vermont,2022,202209,COVID-19 diagnosis,1075,0.5,
Vermont,2022,202209,Influenza,41,0,
Vermont,2022,202209,Lower or acute respiratory infection,21,0,
Vermont,2022,202209,Pneumonia,370,0.2,
Vermont,2022,202209,Respiratory infection NOS,2015,1,
Vermont,2022,202209,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202210,Acute bronchitis,240,0.1,
Vermont,2022,202210,Acute respiratory distress syndrome,DS,DS,
Vermont,2022,202210,Bronchitis NOS,150,0.1,
Vermont,2022,202210,COVID-19 diagnosis,1284,0.6,
Vermont,2022,202210,Influenza,100,0,
Vermont,2022,202210,Lower or acute respiratory infection,22,0,
Vermont,2022,202210,Pneumonia,401,0.2,
Vermont,2022,202210,Respiratory infection NOS,2591,1.3,
Vermont,2022,202210,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202211,Acute bronchitis,314,0.2,
Vermont,2022,202211,Acute respiratory distress syndrome,DS,DS,
Vermont,2022,202211,Bronchitis NOS,149,0.1,
Vermont,2022,202211,COVID-19 diagnosis,900,0.4,
Vermont,2022,202211,Influenza,649,0.3,
Vermont,2022,202211,Lower or acute respiratory infection,25,0,
Vermont,2022,202211,Pneumonia,450,0.2,
Vermont,2022,202211,Respiratory infection NOS,3043,1.5,
Vermont,2022,202211,Suspected COVID-19 diagnosis,DS,DS,
Vermont,2022,202212,Acute bronchitis,364,0.2,
Vermont,2022,202212,Acute respiratory distress syndrome,DS,DS,
Vermont,2022,202212,Bronchitis NOS,175,0.1,
Vermont,2022,202212,COVID-19 diagnosis,871,0.4,
Vermont,2022,202212,Influenza,2618,1.3,
Vermont,2022,202212,Lower or acute respiratory infection,29,0,
Vermont,2022,202212,Pneumonia,526,0.3,
Vermont,2022,202212,Respiratory infection NOS,3149,1.5,
Vermont,2022,202212,Suspected COVID-19 diagnosis,DS,DS,
Virgin Islands,2018,201801,Acute bronchitis,24,0.1,Unusable
Virgin Islands,2018,201801,Acute respiratory distress syndrome,DS,DS,Unusable
Virgin Islands,2018,201801,Bronchitis NOS,12,0,Unusable
Virgin Islands,2018,201801,COVID-19 diagnosis,0,0,Unusable
Virgin Islands,2018,201801,Influenza,21,0.1,Unusable
Virgin Islands,2018,201801,Lower or acute respiratory infection,0,0,Unusable
Virgin Islands,2018,201801,Pneumonia,DS,DS,Unusable
Virgin Islands,2018,201801,Respiratory infection NOS,57,0.2,Unusable
Virgin Islands,2018,201801,Suspected COVID-19 diagnosis,0,0,Unusable
Virgin Islands,2018,201802,Acute bronchitis,13,0.1,
Virgin Islands,2018,201802,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2018,201802,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201802,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201802,Influenza,DS,DS,
Virgin Islands,2018,201802,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2018,201802,Pneumonia,DS,DS,
Virgin Islands,2018,201802,Respiratory infection NOS,47,0.2,
Virgin Islands,2018,201802,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201803,Acute bronchitis,18,0.1,
Virgin Islands,2018,201803,Acute respiratory distress syndrome,0,0,
Virgin Islands,2018,201803,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201803,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201803,Influenza,DS,DS,
Virgin Islands,2018,201803,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201803,Pneumonia,DS,DS,
Virgin Islands,2018,201803,Respiratory infection NOS,40,0.2,
Virgin Islands,2018,201803,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201804,Acute bronchitis,DS,DS,
Virgin Islands,2018,201804,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2018,201804,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201804,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201804,Influenza,DS,DS,
Virgin Islands,2018,201804,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201804,Pneumonia,DS,DS,
Virgin Islands,2018,201804,Respiratory infection NOS,53,0.2,
Virgin Islands,2018,201804,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201805,Acute bronchitis,15,0.1,
Virgin Islands,2018,201805,Acute respiratory distress syndrome,0,0,
Virgin Islands,2018,201805,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201805,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201805,Influenza,DS,DS,
Virgin Islands,2018,201805,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201805,Pneumonia,DS,DS,
Virgin Islands,2018,201805,Respiratory infection NOS,42,0.2,
Virgin Islands,2018,201805,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201806,Acute bronchitis,17,0.1,
Virgin Islands,2018,201806,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2018,201806,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201806,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201806,Influenza,DS,DS,
Virgin Islands,2018,201806,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201806,Pneumonia,11,0,
Virgin Islands,2018,201806,Respiratory infection NOS,45,0.2,
Virgin Islands,2018,201806,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201807,Acute bronchitis,DS,DS,
Virgin Islands,2018,201807,Acute respiratory distress syndrome,0,0,
Virgin Islands,2018,201807,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201807,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201807,Influenza,0,0,
Virgin Islands,2018,201807,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201807,Pneumonia,DS,DS,
Virgin Islands,2018,201807,Respiratory infection NOS,16,0.1,
Virgin Islands,2018,201807,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201808,Acute bronchitis,DS,DS,
Virgin Islands,2018,201808,Acute respiratory distress syndrome,0,0,
Virgin Islands,2018,201808,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201808,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201808,Influenza,DS,DS,
Virgin Islands,2018,201808,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201808,Pneumonia,DS,DS,
Virgin Islands,2018,201808,Respiratory infection NOS,26,0.1,
Virgin Islands,2018,201808,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201809,Acute bronchitis,DS,DS,
Virgin Islands,2018,201809,Acute respiratory distress syndrome,0,0,
Virgin Islands,2018,201809,Bronchitis NOS,DS,DS,
Virgin Islands,2018,201809,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201809,Influenza,DS,DS,
Virgin Islands,2018,201809,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201809,Pneumonia,11,0,
Virgin Islands,2018,201809,Respiratory infection NOS,39,0.1,
Virgin Islands,2018,201809,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201810,Acute bronchitis,23,0.1,
Virgin Islands,2018,201810,Acute respiratory distress syndrome,0,0,
Virgin Islands,2018,201810,Bronchitis NOS,15,0.1,
Virgin Islands,2018,201810,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201810,Influenza,DS,DS,
Virgin Islands,2018,201810,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2018,201810,Pneumonia,16,0.1,
Virgin Islands,2018,201810,Respiratory infection NOS,77,0.3,
Virgin Islands,2018,201810,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201811,Acute bronchitis,16,0.1,
Virgin Islands,2018,201811,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2018,201811,Bronchitis NOS,15,0.1,
Virgin Islands,2018,201811,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201811,Influenza,DS,DS,
Virgin Islands,2018,201811,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2018,201811,Pneumonia,DS,DS,
Virgin Islands,2018,201811,Respiratory infection NOS,50,0.2,
Virgin Islands,2018,201811,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2018,201812,Acute bronchitis,18,0.1,
Virgin Islands,2018,201812,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2018,201812,Bronchitis NOS,11,0,
Virgin Islands,2018,201812,COVID-19 diagnosis,0,0,
Virgin Islands,2018,201812,Influenza,DS,DS,
Virgin Islands,2018,201812,Lower or acute respiratory infection,0,0,
Virgin Islands,2018,201812,Pneumonia,15,0.1,
Virgin Islands,2018,201812,Respiratory infection NOS,68,0.3,
Virgin Islands,2018,201812,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201901,Acute bronchitis,17,0.1,
Virgin Islands,2019,201901,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2019,201901,Bronchitis NOS,12,0,
Virgin Islands,2019,201901,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201901,Influenza,19,0.1,
Virgin Islands,2019,201901,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2019,201901,Pneumonia,15,0.1,
Virgin Islands,2019,201901,Respiratory infection NOS,69,0.2,
Virgin Islands,2019,201901,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201902,Acute bronchitis,22,0.1,
Virgin Islands,2019,201902,Acute respiratory distress syndrome,0,0,
Virgin Islands,2019,201902,Bronchitis NOS,11,0,
Virgin Islands,2019,201902,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201902,Influenza,DS,DS,
Virgin Islands,2019,201902,Lower or acute respiratory infection,0,0,
Virgin Islands,2019,201902,Pneumonia,14,0,
Virgin Islands,2019,201902,Respiratory infection NOS,71,0.3,
Virgin Islands,2019,201902,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201903,Acute bronchitis,14,0,
Virgin Islands,2019,201903,Acute respiratory distress syndrome,0,0,
Virgin Islands,2019,201903,Bronchitis NOS,18,0.1,
Virgin Islands,2019,201903,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201903,Influenza,DS,DS,
Virgin Islands,2019,201903,Lower or acute respiratory infection,0,0,
Virgin Islands,2019,201903,Pneumonia,11,0,
Virgin Islands,2019,201903,Respiratory infection NOS,103,0.4,
Virgin Islands,2019,201903,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201904,Acute bronchitis,18,0.1,
Virgin Islands,2019,201904,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2019,201904,Bronchitis NOS,13,0,
Virgin Islands,2019,201904,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201904,Influenza,DS,DS,
Virgin Islands,2019,201904,Lower or acute respiratory infection,0,0,
Virgin Islands,2019,201904,Pneumonia,19,0.1,
Virgin Islands,2019,201904,Respiratory infection NOS,89,0.3,
Virgin Islands,2019,201904,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201905,Acute bronchitis,17,0.1,
Virgin Islands,2019,201905,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2019,201905,Bronchitis NOS,17,0.1,
Virgin Islands,2019,201905,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201905,Influenza,DS,DS,
Virgin Islands,2019,201905,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2019,201905,Pneumonia,DS,DS,
Virgin Islands,2019,201905,Respiratory infection NOS,76,0.3,
Virgin Islands,2019,201905,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201906,Acute bronchitis,12,0,
Virgin Islands,2019,201906,Acute respiratory distress syndrome,0,0,
Virgin Islands,2019,201906,Bronchitis NOS,DS,DS,
Virgin Islands,2019,201906,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201906,Influenza,DS,DS,
Virgin Islands,2019,201906,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2019,201906,Pneumonia,14,0,
Virgin Islands,2019,201906,Respiratory infection NOS,57,0.2,
Virgin Islands,2019,201906,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201907,Acute bronchitis,DS,DS,
Virgin Islands,2019,201907,Acute respiratory distress syndrome,0,0,
Virgin Islands,2019,201907,Bronchitis NOS,DS,DS,
Virgin Islands,2019,201907,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201907,Influenza,DS,DS,
Virgin Islands,2019,201907,Lower or acute respiratory infection,0,0,
Virgin Islands,2019,201907,Pneumonia,16,0.1,
Virgin Islands,2019,201907,Respiratory infection NOS,30,0.1,
Virgin Islands,2019,201907,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201908,Acute bronchitis,DS,DS,
Virgin Islands,2019,201908,Acute respiratory distress syndrome,0,0,
Virgin Islands,2019,201908,Bronchitis NOS,DS,DS,
Virgin Islands,2019,201908,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201908,Influenza,DS,DS,
Virgin Islands,2019,201908,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2019,201908,Pneumonia,14,0,
Virgin Islands,2019,201908,Respiratory infection NOS,28,0.1,
Virgin Islands,2019,201908,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201909,Acute bronchitis,17,0.1,
Virgin Islands,2019,201909,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2019,201909,Bronchitis NOS,DS,DS,
Virgin Islands,2019,201909,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201909,Influenza,DS,DS,
Virgin Islands,2019,201909,Lower or acute respiratory infection,0,0,
Virgin Islands,2019,201909,Pneumonia,20,0.1,
Virgin Islands,2019,201909,Respiratory infection NOS,98,0.3,
Virgin Islands,2019,201909,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201910,Acute bronchitis,20,0.1,
Virgin Islands,2019,201910,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2019,201910,Bronchitis NOS,24,0.1,
Virgin Islands,2019,201910,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201910,Influenza,0,0,
Virgin Islands,2019,201910,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2019,201910,Pneumonia,21,0.1,
Virgin Islands,2019,201910,Respiratory infection NOS,107,0.3,
Virgin Islands,2019,201910,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201911,Acute bronchitis,27,0.1,
Virgin Islands,2019,201911,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2019,201911,Bronchitis NOS,11,0,
Virgin Islands,2019,201911,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201911,Influenza,DS,DS,
Virgin Islands,2019,201911,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2019,201911,Pneumonia,20,0.1,
Virgin Islands,2019,201911,Respiratory infection NOS,98,0.3,
Virgin Islands,2019,201911,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2019,201912,Acute bronchitis,25,0.1,
Virgin Islands,2019,201912,Acute respiratory distress syndrome,0,0,
Virgin Islands,2019,201912,Bronchitis NOS,19,0.1,
Virgin Islands,2019,201912,COVID-19 diagnosis,0,0,
Virgin Islands,2019,201912,Influenza,71,0.2,
Virgin Islands,2019,201912,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2019,201912,Pneumonia,14,0,
Virgin Islands,2019,201912,Respiratory infection NOS,131,0.4,
Virgin Islands,2019,201912,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202001,Acute bronchitis,23,0.1,
Virgin Islands,2020,202001,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2020,202001,Bronchitis NOS,29,0.1,
Virgin Islands,2020,202001,COVID-19 diagnosis,0,0,
Virgin Islands,2020,202001,Influenza,112,0.4,
Virgin Islands,2020,202001,Lower or acute respiratory infection,0,0,
Virgin Islands,2020,202001,Pneumonia,30,0.1,
Virgin Islands,2020,202001,Respiratory infection NOS,122,0.4,
Virgin Islands,2020,202001,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202002,Acute bronchitis,31,0.1,
Virgin Islands,2020,202002,Acute respiratory distress syndrome,0,0,
Virgin Islands,2020,202002,Bronchitis NOS,18,0.1,
Virgin Islands,2020,202002,COVID-19 diagnosis,0,0,
Virgin Islands,2020,202002,Influenza,66,0.2,
Virgin Islands,2020,202002,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2020,202002,Pneumonia,30,0.1,
Virgin Islands,2020,202002,Respiratory infection NOS,114,0.4,
Virgin Islands,2020,202002,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202003,Acute bronchitis,18,0.1,
Virgin Islands,2020,202003,Acute respiratory distress syndrome,0,0,
Virgin Islands,2020,202003,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202003,COVID-19 diagnosis,0,0,
Virgin Islands,2020,202003,Influenza,35,0.1,
Virgin Islands,2020,202003,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2020,202003,Pneumonia,22,0.1,
Virgin Islands,2020,202003,Respiratory infection NOS,97,0.3,
Virgin Islands,2020,202003,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202004,Acute bronchitis,DS,DS,
Virgin Islands,2020,202004,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2020,202004,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202004,COVID-19 diagnosis,DS,DS,
Virgin Islands,2020,202004,Influenza,DS,DS,
Virgin Islands,2020,202004,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2020,202004,Pneumonia,14,0,
Virgin Islands,2020,202004,Respiratory infection NOS,17,0.1,
Virgin Islands,2020,202004,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202005,Acute bronchitis,DS,DS,
Virgin Islands,2020,202005,Acute respiratory distress syndrome,0,0,
Virgin Islands,2020,202005,Bronchitis NOS,0,0,
Virgin Islands,2020,202005,COVID-19 diagnosis,DS,DS,
Virgin Islands,2020,202005,Influenza,DS,DS,
Virgin Islands,2020,202005,Lower or acute respiratory infection,0,0,
Virgin Islands,2020,202005,Pneumonia,DS,DS,
Virgin Islands,2020,202005,Respiratory infection NOS,DS,DS,
Virgin Islands,2020,202005,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202006,Acute bronchitis,DS,DS,
Virgin Islands,2020,202006,Acute respiratory distress syndrome,0,0,
Virgin Islands,2020,202006,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202006,COVID-19 diagnosis,DS,DS,
Virgin Islands,2020,202006,Influenza,0,0,
Virgin Islands,2020,202006,Lower or acute respiratory infection,0,0,
Virgin Islands,2020,202006,Pneumonia,11,0,
Virgin Islands,2020,202006,Respiratory infection NOS,DS,DS,
Virgin Islands,2020,202006,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202007,Acute bronchitis,DS,DS,
Virgin Islands,2020,202007,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2020,202007,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202007,COVID-19 diagnosis,28,0.1,
Virgin Islands,2020,202007,Influenza,DS,DS,
Virgin Islands,2020,202007,Lower or acute respiratory infection,0,0,
Virgin Islands,2020,202007,Pneumonia,DS,DS,
Virgin Islands,2020,202007,Respiratory infection NOS,DS,DS,
Virgin Islands,2020,202007,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202008,Acute bronchitis,DS,DS,
Virgin Islands,2020,202008,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2020,202008,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202008,COVID-19 diagnosis,83,0.3,
Virgin Islands,2020,202008,Influenza,DS,DS,
Virgin Islands,2020,202008,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2020,202008,Pneumonia,16,0,
Virgin Islands,2020,202008,Respiratory infection NOS,DS,DS,
Virgin Islands,2020,202008,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202009,Acute bronchitis,DS,DS,
Virgin Islands,2020,202009,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2020,202009,Bronchitis NOS,0,0,
Virgin Islands,2020,202009,COVID-19 diagnosis,35,0.1,
Virgin Islands,2020,202009,Influenza,0,0,
Virgin Islands,2020,202009,Lower or acute respiratory infection,0,0,
Virgin Islands,2020,202009,Pneumonia,11,0,
Virgin Islands,2020,202009,Respiratory infection NOS,DS,DS,
Virgin Islands,2020,202009,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202010,Acute bronchitis,DS,DS,
Virgin Islands,2020,202010,Acute respiratory distress syndrome,0,0,
Virgin Islands,2020,202010,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202010,COVID-19 diagnosis,16,0,
Virgin Islands,2020,202010,Influenza,0,0,
Virgin Islands,2020,202010,Lower or acute respiratory infection,DS,DS,
Virgin Islands,2020,202010,Pneumonia,15,0,
Virgin Islands,2020,202010,Respiratory infection NOS,DS,DS,
Virgin Islands,2020,202010,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202011,Acute bronchitis,DS,DS,
Virgin Islands,2020,202011,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2020,202011,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202011,COVID-19 diagnosis,13,0,
Virgin Islands,2020,202011,Influenza,DS,DS,
Virgin Islands,2020,202011,Lower or acute respiratory infection,0,0,
Virgin Islands,2020,202011,Pneumonia,12,0,
Virgin Islands,2020,202011,Respiratory infection NOS,15,0,
Virgin Islands,2020,202011,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2020,202012,Acute bronchitis,DS,DS,
Virgin Islands,2020,202012,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2020,202012,Bronchitis NOS,DS,DS,
Virgin Islands,2020,202012,COVID-19 diagnosis,27,0.1,
Virgin Islands,2020,202012,Influenza,DS,DS,
Virgin Islands,2020,202012,Lower or acute respiratory infection,0,0,
Virgin Islands,2020,202012,Pneumonia,DS,DS,
Virgin Islands,2020,202012,Respiratory infection NOS,12,0,
Virgin Islands,2020,202012,Suspected COVID-19 diagnosis,DS,DS,
Virgin Islands,2021,202101,Acute bronchitis,DS,DS,
Virgin Islands,2021,202101,Acute respiratory distress syndrome,DS,DS,
Virgin Islands,2021,202101,Bronchitis NOS,DS,DS,
Virgin Islands,2021,202101,COVID-19 diagnosis,32,0.1,
Virgin Islands,2021,202101,Influenza,DS,DS,
Virgin Islands,2021,202101,Lower or acute respiratory infection,0,0,
Virgin Islands,2021,202101,Pneumonia,11,0,
Virgin Islands,2021,202101,Respiratory infection NOS,DS,DS,
Virgin Islands,2021,202101,Suspected COVID-19 diagnosis,0,0,
Virgin Islands,2021,202102,Acute bronchitis,DS,DS,
Virgin Islands,2021,202102,Acute respiratory distress syndrome,0,0,
Virgin Islands,2021,202102,Bronchitis NOS,DS,DS,
Virgin Islands,2021,202102,COVID-19 diagnosis,21,0.1,
Virgin Islands,2021,202102,Influenza,0,0,
Virgin Islands,2021,202102,Lower or acute respiratory infection,0,0,
Virgin Islands,2021,202102,Pneumonia,14,0,
Virgin Islands,2021,202102,Respiratory infection NOS,18,0.1,
